上联,下联
逃洗浊言巢父讽,频传媚眼小蛮怜
进来为蓬首,出去赏春容
欲澄万象净尘世,须结一缘登佛门
花绽春光谱,马驰中国风
腊去梅花红一片,春来柳絮绿万条
山花浪漫牵云袖,溪柳逍遥戏水烟
求何能受惠,拜未必消灾
助客萦心乐,折梅绕指香
夫妻吵架双声道,朋友碰杯一口干
藏千年青史,展百世风骚
厚德凝钟声赫赫,春阳耀鼓势滔滔
落日衰草生气了,发春芝花斗神啦
满径落红春去也,清风梦露楚留香
职司土府神明远,位列中宫德泽长
金风来自乾天，应知霞驰云敛、玉楼渐近,爽气生于华岳，仰见日白星辉、无宝可望
一行秋雁通衡岳,数点晨鹰越泰山
一句闲言，不成造化,四年期待，再铸辉煌
差多羞增怨,对少信缺实
万物逆旅,百代过客
讲习聚京城，马列传薪长忆德,缅怀瞻故址，勋劳垂世永流芳
草木真情，亦晓春晖弥大爱,亭台胜迹，相生景趣壮高怀
台漾贤风，善行天下,门开孝道，德耀坛头
乐甜立后，党业立先，奉公立党无先后,名利为轻，民生为重，执政为民识重轻
一业,百工
瓜瓞欣看绵世泽,梧桐喜报长孙枝
牛气何时？望归杜宇犹啼血,熊风依旧，思去江鸦自恋情
一夜风摇头上饰,三天雨换李子衣
再见已难，胆略音容风范,重来无恙，山河事业人民
一门开暖日,百鸟唱新春
窗外雪松增画意,壶中玉液动诗情
不知莺燕说何事,哪管人家扫瓦霜
古郡迎春，春风春雨春草春花春意暖,新家剔旧，旧制旧观旧居旧物旧心无
诗成墨尽唯呼酒,业立功垂再筑窝
金谷诗吟熙酌酒,星河鹊架喜偕亲
秋草携霜鬓,金菊恋日头
春暖花开圆蝶梦,水清鹅戏醒蛰眠
苦苦追求，方有超凡品质,孜孜酿制，永存不朽精神
峻岭崇山，群类咸俯,清流静水，万形毕陈
学博精神壮,识渊智慧深
虎跃龙腾，燕岭邀冬奥,魂牵梦绕，妫川待贵宾
科技花，朵朵斗艳争妍,丰收果，枝枝异彩飘香
宝马奋蹄驱万里,雄鹰展翅跃三江
三月雨催椿树萎,五更风促蓼鹃啼
政善人和，百福欣由民共享,邦兴业振，千家更喜梦同圆
依法律秉公心，教税务清风，九州永畅,积财源成大海，扶民生巨舰，万里长驱
贪赃受贿无出路，悬崖勒马,执政尚德有奔头，法海扬帆
笔到老时不见巧,文归淡处自生津
啼莺恰恰每惊梦,垂柳依依欲系春
情海常行寂寞舟，停于何处,心田只种相思豆，留给那人
乍来诗兴非关酒,不负才情更上楼
百川归海推波涌,万里扬帆逐浪行
人活百年，不患山重水复,身生双手，自当左拥右搂
明月掌灯翻旧梦,春风送酒惹新愁
写副心联歌日月,借枝春色饰门庭
花动一城香袅娜,歌酣万户国升平
大地春回，一路梅花添锦绣,普天鸡唱，万家爆竹颂升平
龟头屋,牛角湾
法治挥毫，万里中原开美卷,文明鼓乐，百年大梦奏强音
月自东坡亮起,客从北海归来
春雷响处千山奋,柳钓宁时一水眠
不愧,无渐
和风吹绿千家院,时雨染青万里山
冷烟寒树夕阳冥,野渡昏鸦笔底生
彷徨衙役徜徉徘徊，徐徐御街行,汪洋渤海汹涌澎湃，湍湍浪淘沙
扬清廉正气,荡腐败歪风
叶落盘山路,魂牵故里人
孤鸿不慕双飞燕,寒雪犹怜一剪梅
烟波浩渺，雾气沉沉天水阔,古刹幽闲，红颜楚楚黄卷深
虽不惜身，但求老死无人用,既然入口，自理阴阳百病除
续编当代诗词，苦心精选无遗憾,筹建浙江学会，抱病操劳有卓勋
得理饶人心境阔,推功揽过品行高
走基层，听民声，向下扎根接地气,扬正义，记实事，朝前逐梦展新风
路有不平，且化浑沉激越，好付英雄肺腑,情难长久，曾将浓烈缠绵，轻偎佳丽吻唇
饿于国粹,食在广州
狮子峰、红塔山，两地相对,朝天门、江北城，隔河能观
户外红梅绿竹,室内白衣素袍
亭台楼阁江山画,烟雨林泉草木秋
大志起宏图，尽现文明本色,小城焕新貌，皆为富裕雄心
乔梓爱情深，望子台空，再世误将灵鬼听,苏程亲谊笃，托孤箦易，九原忆否老人言
心起波澜非浪漫,萌生情绪是突然
祖国腾飞歌大治,神州鼎盛乐丰收
论世间至要德能耳,得天下英才教育之
合讴灵鸟鸣幽谷,怒放杜鹃映险峰
莫邪作钝，铅刀为利,君子在山，富贵称贤
生涯自守三分拙,风骨何沾半点尘
溯史几千年，龙泉铸剑，铁器摧坚，冶炼盛兴雄古郡,描图三十载，炉火飞花，钢都溢彩，科学发展壮新城
山翠入帘消宿酒,风泉满院称幽居
天下事纵匹夫有责！看诸君指点江山，弘骨之刚、性之善,座上宾非一隅偏安！勤五载激扬文字，使来者醉、去者痴
天若酬勤，此身当效驴拉磨,心如致志，今世定能鲤化龙
诗犹怀故土,琴渴望知音
晨钟送响醒僧梦,暮鼓传经鉴佛心
共迎奥运，赛龙夺锦齐天乐,同祝健儿，竞技摘金举国欢
说我有、我就有，是勤劳人，定要保你,道吾无、吾也无，若懒惰者，偏不佑他
环保浏阳，蓝天绿茵宜居地,名河流域，碧水青山好放羊
不羡人间朱紫贵,喜看雨后蔚蓝天
登临歧路愁千里,送别长亭雪漫天
瘦水一湾秋写意,嫩柳千条春织景
若问青山谁作秀,或疑翠柳自多情
绿水红鱼戏,蓝天白鹭飞
句不推敲羞见墨,词无达意莫吟诗
茫原荒夜闻鸡舞,文山书海囊萤读
僧伽乃六和团体,菩萨以众为己身
城头看雪山川远,崖上观潮海天高
板桥三绝诗书画,光祖一家曲赋歌
闱事越千年，持国运民情，又喜金花开陌上,南窗临万卷，效行川大岳，还当壮志立云端
结业,开张
左思制赋比衡固,石勒听书知项刘
两年分一夜,半秒值千金
善价而沽修健德,文章可待显高才
槐荫连枝，百年启瑞,荷开并蒂，五世呈祥
潜龙逢雨动,天马御风行
云漫青山风指点,月盈碧水夜铺陈
翻来覆去折腾啥,走马观花自在些
难解网蛛，共销呼鸽,信传战马，约复放獐
坐井观天天不大,守株待兔兔常疏
一塔耸江天，乘兴登临，且依然月上南徐，云藏北固,六朝留佛地，静心印证，当不忘前贤玉带，胜境金山
马踏祥云游古镇,人迎瑞气访桃源
鹏鸟难遮天上日,鲤鱼易破水中星
墨尽词枯何来对,心空梦断哪有情
空聊空想莫空为，免致秋苦,勤读勤思要勤恒，才得真知
毫尖谁蕴秀？继蒙公而后，融百代风骚，归于一管,腕底我藏锋，依湖地之灵，书两行秋水，冠绝三端
怒火难消天冷苦,冰心无奈事荒唐
一醉红尘诗笔老,无眠旧梦酒杯空
山苍知岁古,雪白是情贞
西京兴大业，一代联家歌圣地,安乐聚文星，八方俊彦赋唐都
德重行有则,才高语不同
于幽室林亭，托所趣,以春风流水，畅其怀
天地心间静,日月眼中明
睡足五更钟，又送游踪到此,胸罗千亩竹，至今直气独存
交通信息商机展,洞悉行情业泰隆
海潮音、山林音、钟磬音，音音自在,明月色、夕霞色、忘性色，色色皆空
力拔山兮，不以己私称勇猛,心如铁也，惟因公益敢担当
人庆康宁，看妙手梳春，仙壶日灿民心暖,医崇德爱，欣慈怀济世，橘井时香院誉传
岚绕青峰藏香色,旅行伴着显春姿
播火传薪，堪凭廿载辛苦，一片丹心兴国学,雕金琢玉，且借两行锦绣，四开版面铸春光
取于民，用于民，民强国富春长在,收也福，交也福，福至康临业永兴
翰官查四库，翰林校校翰林校,和绅写佛经，和尚书书和尚书
主人邀尽醉,林鸟助狂言
宽宏豁达高皇量,叱咤喑哑霸王威
煮豆燃萁，一脉相煎情意断,捆秧用稻，两亲互靠血缘浓
杏林花艳名声远,梅岭月明景色幽
石榻看云坐,溪窗听雨眠
历尽沧桑，又是春风吹古镇,永留厚重，依然徽韵满新天
贪官何日心收敛,百姓哪天意放松
幽蓝夜色心孤寂,嫩绿春光景秀拔
作事兼权情理,持身恪守墨绳
顺邑腾飞，逐梦频催千里马,新城崛起，争春岂让九霄鹏
一脸愁颜永,两眸落泪长
心神不定,面目全非
一视浮沉游任意,三观大小见服从
胆略得良机，一而生巨万,贤能成合力，日以进千年
买春归来春去也,卖笑过后笑留乎
清风扶醉柳,绿帐锁狂沙
开不二法门，得闻如是经典,愿大千世界，所说信受奉行
花绽南丹，文明村落春光美,德临农户，和睦家庭幸福多
拾翠凝莲步,描红扮杏妆
莫将心事凭秋雁,谁遣诗人到水头
喜鹊,寒鸦
挑灯熬夜勤编史,洗手焚香始读书
春阴十里常含雨,寒色三分为勒花
舞转回红袖,书幽截碧笔
寻春遍踏梅林雪,采蜜专挑露水花
猛将玉焚偏手辣,佳人珠碎本心甘
柳浪莺歌，画里船游怡楚韵,烟霞燕舞，云中桥卧乐春风
灵羊雪中送炭，古镇人心暖,神猴锦上添花，黔城气象新
晋昌郡德贤铭美,太师堂俎豆宗光
已是暮春时节，楝风劝我惜花事,正当如梦年华，杏月撩人窃玉心
九州系万家，家家幸福,一夜分双岁，岁岁安康
无声时雨润桃李,不意东风落杏梅
做冷欺花，春寒料峭,将阑醒梦，帘落幽微
梅艳千秋，柳垂两岸，游观碧草琼楼，广揽一城秀色,堤修十里，福泽三乡，制服洪魔水怪，欣夸百代丰功
盘山玉带千重画,盛世春风一路歌
无事不能，有长斯录,以述为作，因情生文
轰隆乒啪，爆竹声中求喜气,碰杠吃胡，麻将桌里见财神
欲作云泉计,惭非翰苑才
勤奋学习，勤奋工作，方能勤奋致富,规范管理，规范经营，正靠规范发财
山阴道上嫌词淡,梁苑雪中吟阕香
别墅犹存，有城廓四围，楼阁几座,斯人已逝，惟高山万仞，流水一溪
领袖功成兴国运,先生业立振家声
青山是处可埋骨,白发向人羞折腰
衣钵真传，明心见性,菩提无树，落叶归根
八载重来，民情爱我如当日,一枝仍借，山色迎人似旧时
但留山色润诗笔,不让尘嚣淖我心
百万雄兵，应该稳胜,两棵原弹，转瞬投降
花逐新月醉,云共老僧闲
观涟水，望东台，水秀山青，经济文章弥旺气,壮龙城，催凤舞，城昌乡富，天时地利播芳声
翘望银空，灿烂群星壮旧岁,欣瞻歌苑，芬芳百卉迎新春
万古藏书，淡生堂、世学楼，无此峻固,四时选胜，朱华云、花蕊月，俱孕灵奇
粗腰黑面嫁才子,举案齐眉传美名
崖把黄河挽住，撩碧水，染青山，将九曲描成国画,廊从虢苑伸来，拥苍龙，招白鹤，并三门写入唐诗
石鼎煮泉邀鹤饮,铜匙扯线对松弹
一心培育千家子,两手勤浇万木春
行文有据，用典无痕，椽笔一支，唯楚有才真不假,忠义为纲，信诚是本，栋梁万树，于斯为盛古而今
得天下奇珍，何其幸也,交世间藏友，不亦说乎
一杯花酒请师友,几位闲人学老庄
十万信徒，都是慈者善者,三千世界，何分道家佛家
雪松输绿，茉莉飘香，炬火升腾襄盛典,玄武湖光，秦淮河韵，青春摇滚炫名城
闻花知蝶意,望柳解春情
金玉满堂，还数和谐无价,风光一路，皆因山水有情
石上文章风篆就,云边锦绣日勾出
闻鸡起舞，终成大事,樊笼困鸟，何日飞天
抛开名利余清骨,淡出江湖真省心
过客相逢应知宿,征途到处便为家
创新声律永明体,善作传奇不俗文
百二秦关降没楚,三千越甲霸吞吴
雨季淋湿山药蛋,陈江偏就水晶灯
白首壮心驯大海,青春浩气走千山
苔痕上阶绿,梅气入风香
望柳开春眼,听荷醉夏心
龙到九州扶正气,蛇随百姓颂清风
云空无雨,蛇它非虫
明月江楼风拂柳,残花零落雨打萍
一塔踞峰巅，矗矗擎天如砥柱,双泉穿涧底，潺潺流水当鸣琴
会读几行书，好歹人心逃不过,能作数大事，浮沉世路了然多
无痕心似水,寄梦笔如椽
欲成沧海吟，且近黄仙能悟道,纵是青云客，不妨此处也屈尊
现行是痴，究竟是觉,目前无圣，当下无凡
苦事一桩，守株待兔,豪情万丈，跃马扬鞭
水清云照影,天碧鸟划痕
百诗咏史、一檄平南，功德自昭彰，岂止文章垂后世,邵邑星移、秋田物换，英华犹荟萃，再兴风雅继先生
出句随心所欲,观花踏马而行
走马观花，想走桃花运,开云见日，吟开丽日天
代表有三先进性,名牌不二价推销
金牛辞岁寒风尽,玉虎迎春喜气来
露冷三更梦,槐香五月天
繁华今寂寞,朝市昔喧阗
言契兰幽，抱同月朗,感兴会短，情寄亭长
争战非主流，历史恒言醒世,和平正能量，时空真理昭人
有色有声，夜空怒放花千朵，震惊青帝,无烟无热，工艺新超祖一筹，笑慰李畋
书来益寿,金石延年
避世不随流俗转,隐身何须名山藏
囊揣千金休恃富,家藏万卷不嗟贫
长吟玉海诗兴动，江山皆入句,大开春酒会醉余，天地总为家
亮红帽红衣，十里青山十里画,漂兰舟兰桨，一河白浪一河诗
帘前春色应须惜,台上渔竿不复持
斯林有奇趣，有爱有情，高松秀木结连理,此地不尘嚣，不凡不俗，蓝鹊绿鹦鸣乐园
枫叶赋诗遥寄语,仙人解佩梦留情
杏花有梦,梅子流酸
亭纳清风云顾影,山腾瑞气凤朝阳
丹凤朝阳，百业腾飞扬特色,金鸡报晓，九州改革奏强音
结念茫茫，未免青春负我,为此寂寂，徒令白日笑人
三个代表,四项原则
一阕清梅香落雪,几枝细雨梦飞花
楼高不碍闲云渡,水浅能容小月浮
烟雨黄昏，几树残红犹滴血,水天一色，满怀雅韵醉抒情
天花板,牛痘针
独守残篇校史阙,新成变雅缉诗源
核心价值凝心，爱国爱乡圆绮梦,魅力精神聚力，致强致富拓新程
他地特无地,远天别有天
花楼香暗涌,酒栈客常归
盛世汉唐风，厚重人文苏氏韵,名城今古色，繁华景胜石家庄
地锦,天麻
欣逢松下斗茶客,误作山中采药人
折腾故纸为新意,打扮时髦显特殊
留些淡泊调书味,赊缕温柔兑酒香
回首处，云烟散尽，芳草早芜归路,别梦里，玉箫吹残，流莺又唱离愁
闭月貂禅美,羞花玉环肥
以岁之正，以月之令，春酒一樽，为相公寿,治内用文，治外用武，长城万里，殿天子邦
昨日田头淋大雨,今朝山下起狂风
夜静无眠，君影眸前隐,窗寒有语，温情幻里生
笑迎南北东西贫富客,诚献弟兄姐妹去来情
拜佛悟禅，仁爱善行，佛佑天域,读经明道，礼贤良举，经远海疆
荷塘自清溶月色,烛影莲社舞摇红
水月交融洗白璧,风云变幻倦红尘
扬州览胜寻八怪,秦岭观光拜二神
春未种，秋未收，春秋虚度,道无穷，德无量，道德如来
瓶中色映元春紫,舌上味浮金嗓香
翻飞紫燕聊春语,打颤红桃秀媚情
党指路前程似锦,民当家事业争春
才若傥来难久享,方能自食岂终贫
白云当户风敲竹,明月临窗酒作朋
移花遍植潇湘地,动笔豪歌尧舜天
文星灿烂，商贾争荣，芳流百杰垂徽史,博物琳琅，馆堂焕彩，光耀千秋壮皖风
望出范阳郡,誉来敦睦堂
立世先修德,尊师要效仁
事系诸道,文成于思
喜盈门，天乐人也乐,春及第，花开心亦开
小草自知春，不羡花红篱外绿,清泉常映月，远离尘俗石间流
风于篱外悄悄语,春在枝头缓缓开
菊蕊经霜香未淡,松心傲雪志犹坚
联红十载,韵和九州
笔耙诗田出锦绣,书生雅典获金牌
平冈漫没离离草,净土长眠耿耿魂
打算,谋筹
名山本是道场，养一脉灵泉，唱为梵呗,远屐来朝圣地，蹈三湖慧水，萃取奎光
